"id","review_text","rating","product_release_id","body_intensity","acidity_intensity","sweetness_intensity","finish_intensity","created_at","updated_at"
287,"What a juicy, layered cup of coffee. La Palma y El Tucan have produced another complex lot and Rosso gave it the care it deserved. At first I was admittedly disappointed in the cup—the price of the bag left me with high hopes. After a couple more brews and reflecting on the sheer number of notes dancing around in my palate, I realized my judgement was being swayed heavily by the price point and my own bias.

Looking at this objectively, this coffee is complex, juicy, clean and littered with notes that shift as you sip. When you take into account the price and the labour of love this coffee was, everything comes together to create a high priced coffee that’s worth splitting with friends and geeking out over. If you can afford it, it’s worth while.

Recipe

Ratio: 1:17 (15g : 255ml)
Grind size: 16
Water: 95c (Hendon recipe)
Time: 3:25
Routine: 4-6
• 20ml first pour
• 71ml second pour
• 2 x 76ml pours

",4.0,769,0.0,0.0,0.0,0.0,2018-12-26 16:13:27.605,2018-12-26 16:13:27.605
288,"",5.0,848,0.0,0.0,0.0,0.0,2018-12-27 00:14:17.915,2018-12-27 00:14:17.915
289,"",5.0,851,0.0,0.0,0.0,0.0,2018-12-27 00:15:36.593,2018-12-27 00:15:36.593
290,"",5.0,850,0.0,0.0,0.0,0.0,2018-12-27 00:16:01.991,2018-12-27 00:16:01.991
291,Super fruity and clean. Great on a Kalita or in am Aeropress. Sweetness is present but not overwhelming.,4.5,837,0.0,0.0,0.0,0.0,2018-12-27 14:58:13.389,2018-12-27 14:58:13.389
292,"A solid Guatemalan offering. The roast level had me worried at the start, but there was still a very pleasant undertone of peach and coconut that really carried this coffee home. It’s a good way to start the day and ease into the more “funky” coffees out there. There’s definitely a strong burnt sugar and toasty flavour that steals the show, but the finish is a nice bitter dark chocolate with a tad of the peach fuzziness.

Recipe

Method: V60
Ratio: 1:15 (15g : 225ml)
Time: 2:15
Grind size: 13 on a Baratza Encore
Water: 95c (Barista Hustle water recipe)
Pours:
• 40ml bloom—40s
• pour to 100ml finish at 1:00
• pour to 225ml @ 1:25
• pull Dripper at 2:15",3.0,708,0.0,0.0,0.0,0.0,2018-12-27 14:58:46.945,2018-12-27 14:58:46.945
293,A beautiful Guji from Hatch. Tea like and clean with stone fruit and citrusy at times berry-like acidity.,4.0,828,0.0,0.0,0.0,0.0,2018-12-27 15:01:16.170,2018-12-27 15:01:16.170
294,Definitely a bit darker than I expected (and upon closer inspection of the beans rather inconsistent in the roast level). But honestly I still enjoyed it. Not something I'd grab again but provides a semi sweet and chocolatey cup with just enough fruit acidity to keep it interesting,3.5,708,0.0,0.0,0.0,0.0,2018-12-27 15:05:42.526,2018-12-27 15:05:42.526
295,A classic straight forward cup most of the time. Sweet and smooth. But sometimes the brew is just right and it's straight up butterscotch and I'm very much into it,4.0,858,0.0,0.0,0.0,0.0,2018-12-27 15:10:44.608,2018-12-27 15:10:44.608
296,Decided to try this Kenyan as an Espresso and I was delighted. Notes of smooth caramel & toffee with a delightfully subtle sweetness. ,3.5,774,0.0,0.0,0.0,0.0,2018-12-29 16:03:48.452,2018-12-29 16:03:48.452
297,"",5.0,855,0.0,0.0,0.0,0.0,2019-01-01 02:54:09.240,2019-01-01 02:54:18.601
301,"An incredible coffee with a surprising sweetness.

Aromas: Prune.
Cupping: Very sweet and fruity, bubble gum (hot). Prunes, watermelon, stone fruit (cool).",5.0,972,0.0,0.0,0.0,0.0,2019-01-14 05:48:03.155,2019-01-14 05:48:03.155
302,"Aromas: Spices.
Cupping: Citrus fruit and spices (hot). Spicy and mineral, reminds me of darjeeling tea
Agrumes et epices (cool).",4.0,971,0.0,0.0,0.0,0.0,2019-01-14 05:50:08.042,2019-01-14 05:50:08.042
303,"Aromas: Citrus fruits.
Cupping: Lemon, grapefruit, oyster (!), tomato (hot). Tomato, oyster and sweet (cool).",4.0,967,0.0,0.0,0.0,0.0,2019-01-14 05:51:30.427,2019-01-14 05:51:30.427
304,"Aromas: Fruity.
Cupping: Chocolate, cherry, strawberry, basilic, spicy.",3.0,969,0.0,0.0,0.0,0.0,2019-01-14 05:53:08.459,2019-01-14 05:53:08.459
305,"Aromas: Caramel, spices.
Cupping: Spices, ripe banana, smokey (hot), caramel, spices, smokey (cool).",3.0,968,0.0,0.0,0.0,0.0,2019-01-14 05:54:17.640,2019-01-14 05:54:17.640
306,"A little dark roasted for my taste - unfortunately we only had the espresso roast available for cupping which is obviously not ideal.

Aromas: Cherry.
Cupping: Orange, smoke, caramel (hot). Apple, smoke (cool).",2.0,970,0.0,0.0,0.0,0.0,2019-01-14 05:56:06.202,2019-01-14 05:56:06.202
307,"",3.0,837,0.0,0.0,0.0,0.0,2019-01-14 06:00:45.411,2019-01-14 06:00:45.411
308,"",4.0,838,0.0,0.0,0.0,0.0,2019-01-14 06:01:46.806,2019-01-14 06:01:46.806
309,"",4.0,175,0.0,0.0,0.0,0.0,2019-01-14 06:04:51.982,2019-01-14 06:04:51.982
310,"",3.0,204,0.0,0.0,0.0,0.0,2019-01-14 06:05:39.312,2019-07-03 19:32:58.417
311,"",5.0,948,0.0,0.0,0.0,0.0,2019-01-15 22:14:04.609,2019-01-15 22:14:04.609
312,The Kayon Mtn region has been one that I have truly enjoyed. This coffee continues that trend. Definitely add this to your “must-drink” list for 2019!,4.5,691,0.0,0.0,0.0,0.0,2019-01-17 02:08:36.824,2019-01-17 02:08:36.824
313,Wow. Truly a fantastic espresso. It shines in milk but stands so well alone or as an americano. I grabbed it as the Holiday Espresso. But this is what it’s currently sold as. ,5.0,979,0.0,0.0,0.0,0.0,2019-01-17 02:12:16.559,2019-01-17 02:12:16.559
314,One of my favourite coffees right now from the folks at Pop Coffee Works. Grab a bag. It’s good!,4.0,938,0.0,0.0,0.0,0.0,2019-01-17 03:53:19.858,2019-01-17 03:53:19.858
315,"First bag I had of this coffee was an amazing berry bomb, second one was a bit under developed",4.0,980,2.0,5.0,5.0,0.0,2019-01-17 06:42:24.195,2019-07-03 20:13:54.119
316,"This coffee embodies what I imagine a Kenyan coffee should taste like. A nice comfortable brightness, with a fruity mouthfeel.

I made it in the Kalita wave, and this kept a lot of the features I really enjoyed about this coffee",5.0,520,0.0,0.0,0.0,0.0,2019-01-17 15:38:56.672,2019-01-17 15:38:56.672
317,"This was my first time trying a coffee from Peru, and I couldn’t be happier with the result. The coffee had a nice body, and a nice rich chocolatey taste to it. 

The coffee came out great in the v60, Chemex and Kalita wave. It’s already looking to be one of my favourites of the year!",5.0,915,0.0,0.0,0.0,0.0,2019-01-17 15:48:56.442,2019-01-17 15:48:56.442
318,I really loved this coffee,4.0,990,0.0,0.0,0.0,0.0,2019-01-17 17:35:46.195,2019-02-25 06:19:42.101
319,"we served this with a ginger-apple- rhubarb crisp. such a coffee deserves to be shared! We found it juicy and vibrant, somewhat tea-like body. ",4.0,629,0.0,0.0,0.0,0.0,2019-01-18 14:18:26.423,2019-01-18 14:18:26.423
320,"",5.0,739,0.0,0.0,0.0,0.0,2019-01-19 17:38:23.806,2019-01-19 17:38:23.806
321,"Reminded me of Pu Er aged tea and citrus aftertastes, great coffee.",5.0,996,0.0,0.0,0.0,0.0,2019-01-20 00:41:15.129,2019-01-20 00:43:46.613
322,"This coffee is a little too over developed for my palate. Though I’m still able to get some stone fruit and a bit of spicy dark chocolate (which is great), I feel like the predominant flavour for me is toasty.

If you’re looking for something to satisfy your craving for a classic profile with a twist, this is a great place to start. If you’re after something with a higher presence of fruit with your dark chocolate (like me!) it might be worth grabbing one of Propeller’s African offerings!

Recipe

Brew method: V60
Brew time: 3:45
Ratio: 1:16 (25g : 400ml)
Grind size: 16 on Baratza Encore
Water temp: 98c
Water: Hendon recipe",3.0,915,0.0,0.0,0.0,0.0,2019-01-20 15:00:28.031,2019-02-03 22:17:26.355
323,"Very smooth, light body, with an non aggressive citrus acidity to it and sweet after notes.",5.0,524,0.0,0.0,0.0,0.0,2019-01-21 19:52:20.488,2019-01-21 19:52:20.488
324,Not a huge African coffee fan but this was a pleasant medium light bodied drink. The blueberry notes kept me sipping through the floral aromas. If you like more floral notes you'll love this.,3.0,380,0.0,0.0,0.0,0.0,2019-01-21 20:01:55.463,2019-01-21 20:01:55.463
325,"This coffee was a delight to have at méchants pinsons in Montreal. It was very bright right from the start and had incredible notes of blueberry, with some nice florals to accompany it. It's acidity was present but this coffee's balance was surprising . A great coffee to have in the afternoon! ",5.0,380,0.0,0.0,0.0,0.0,2019-01-21 20:08:22.683,2019-11-22 01:58:59.089
326,Beautiful combination of almond chocolate with a hint of red fruit acidity and citrus aromas. Great everyday flavours with single origin excitement.,5.0,1020,0.0,0.0,0.0,0.0,2019-01-22 04:28:40.553,2019-01-22 04:28:40.553
328,"Nice balanced coffee with notes of red apple at the start, continuing to nectarine and a creamy finish/mouthfeel. Yum!",3.5,867,0.0,0.0,0.0,0.0,2019-01-24 01:28:22.970,2019-01-24 01:28:22.970
329,A good coffee but roasted too dark for me,2.0,1044,3.0,3.0,2.0,2.0,2019-01-25 02:41:32.875,2019-07-03 19:33:47.524
330,"Brewed with a Hario V-60. Clean, smooth, medium body and sweet. This is a coffee I could thoroughly enjoy everyday. ",4.0,1072,0.0,0.0,0.0,0.0,2019-01-26 04:52:25.614,2019-01-26 04:52:25.614
331,Enjoyed as a cappuccino at The Brockton Haunt in Toronto. This blend cut through the milk in a very blended and satisfying way. Really bringing out a more black tea with milk kind of vibe that ended with milk chocolate and brown sugar.,3.5,387,0.0,0.0,0.0,0.0,2019-01-26 16:54:00.145,2019-01-26 16:54:00.145
332,"This sample was roasted 12/12/18. For being well over a month old, not sealed or frozen, wow. Just goes to show that good coffee and good roasting matter more than anything.",4.5,930,0.0,0.0,0.0,0.0,2019-01-26 19:27:15.741,2019-01-26 19:27:15.741
333,"",4.0,814,0.0,0.0,0.0,0.0,2019-01-28 04:33:50.987,2019-01-28 04:33:50.987
334,"",5.0,488,0.0,0.0,0.0,0.0,2019-01-28 04:44:02.630,2019-01-28 04:44:02.630
335,"",5.0,708,0.0,0.0,0.0,0.0,2019-01-28 14:48:24.993,2019-01-28 14:48:24.993
336,"I enjoyed this coffee, though a do feel it was a bit dark for my taste. Still produced a nice cup, but a lot of the more subtle notes were often lost or hard to develop through brewing. I did have a couple cups that were more fruit forward and complex, but it was often a little muddled.",3.5,915,0.0,0.0,0.0,0.0,2019-01-28 20:19:45.626,2019-01-28 20:19:45.626
337,Beautiful and bright but not harsh or overly acidic. It had some really delicate berry sweetness and tea like notes. Lime came through in a couple particularly nice brews.,4.5,520,0.0,0.0,0.0,0.0,2019-01-28 20:22:49.892,2019-01-28 20:22:49.892
338,This blend seems better than previous years. Brighter and more fruit forward while still providing a more classic and reliable cup,4.0,730,0.0,0.0,0.0,0.0,2019-01-28 20:25:14.060,2019-01-28 20:25:14.060
339,Love how complex and yet clean this coffee is. Juicy nectarine with a grapefruit acidity and slight bitterness. Finishes like honey in black tea. ,4.5,1061,0.0,0.0,0.0,0.0,2019-01-30 16:04:20.303,2019-01-30 16:04:20.303
340,Seemed a bit overdeveloped for my taste. A drying chocolate and nuttiness that verges on burnt sugar. Still some fruit and acidity but not very forward,3.0,852,0.0,0.0,0.0,0.0,2019-01-30 16:07:12.139,2019-01-30 16:07:12.139
341,"This one is a little overdeveloped for me. It’s still salvageable, but lacks any nuance. I think this coffee had more potential than the roast allowed it. ",3.0,915,0.0,0.0,0.0,0.0,2019-01-31 18:11:32.457,2019-01-31 18:11:32.457
342,"I heard so many rave reviews of this Naturally processed Ethiopian I had to grab a bag. Truly a delightful coffee. Delicate, sweet, and fully of juicy berry. ",4.5,380,0.0,0.0,0.0,0.0,2019-02-02 20:21:04.933,2019-02-02 20:21:04.933
343,Loved it! Had it in a latte and it was the best I had :),5.0,132,0.0,0.0,0.0,0.0,2019-02-03 20:46:11.952,2019-02-03 20:46:11.952
344,💙🔥,5.0,1083,0.0,0.0,0.0,0.0,2019-02-04 04:14:09.459,2019-02-04 04:14:09.459
345,"It’s so good I can’t stop drinking it and it’s ruined me for other coffee. I should drink less coffee but I’m powerless with this blend,",5.0,1055,0.0,0.0,0.0,0.0,2019-02-04 08:03:07.176,2019-02-04 08:03:07.176
346,Like riding your favourite powder board on a bottomless day. ,5.0,1047,0.0,0.0,0.0,0.0,2019-02-04 08:04:20.287,2019-02-04 08:04:20.287
347,Good Lord! So good just tap it into my IV already. ,5.0,1050,0.0,0.0,0.0,0.0,2019-02-04 08:05:12.518,2019-02-04 08:05:12.518
348,"",5.0,1093,0.0,0.0,0.0,0.0,2019-02-05 03:57:01.528,2019-02-05 03:57:01.528
349,What a wonderful Gesha! Delicate yet complex with sweetness and fruit-forward notes that delight the palate. I loved every single cup I brewed with this.,4.5,1022,0.0,0.0,0.0,0.0,2019-02-05 04:46:18.804,2019-02-05 04:46:18.804
350,"",5.0,769,0.0,0.0,0.0,0.0,2019-02-05 16:56:56.090,2019-02-05 16:56:56.090
351,"This coffee is special. From the packaging and presentation to the coffee itself, Augie’s nailed it. This bean has so much to say, I backed off on my 1:16 ratio to let it speak. Brewing closer to 1:17 the coffee opens up and the fruits come forward. Almost like a mulled wine, each cup only gets better with time as it develops. ",4.0,1077,0.0,0.0,0.0,0.0,2019-02-06 02:42:41.247,2019-02-06 02:42:41.247
352,"This is a great all-day sipper. Clean and light bodied without too much acidity. Great for when you’re having a calm & relaxing day shielding yourself from the cold.

Nice notes of cherry that transition to a long maple syrup finish.

Recipe:

Method: V60
Ratio: 1:18 (16g : 288ml)
Brew temp: 98c
Brew time: 2:45
Grind size: 15 on Baratza Encore 
Routine:
60g bloom
@ 0:35 pour to 180
@ 1:20 pour to 288
@ 2:45 remove dripper
",3.5,947,2.0,3.0,4.0,4.0,2019-02-06 14:22:43.097,2019-02-06 14:35:45.440
353,"Loving the complexities of this! Such a great way to start the day. Juicy body, mild acidity but still present and a solid sugary finish.

I could really spend the day drinking this without any problems.

Recipe:

Ratio: 1:17 (16g : 272ml)
Brew method: V60
Temp: 98c
Grind size: 15 on Baratza 
Time: 2:45
Routine:
60ml bloom
@ 0:35 pour to 160ml
@ 1:15 pour to 272ml
@ 2:45 remove dripper",4.0,1064,4.0,2.0,4.0,4.0,2019-02-06 14:35:22.503,2019-02-06 14:35:22.503
354,Delicious! ,5.0,1091,0.0,0.0,0.0,0.0,2019-02-06 14:55:01.250,2019-02-06 14:55:01.250
355,"Well balanced but still comes in swinging with a pinch of acidity! Ana Sora always produces quality, year after year and Traffic definitely did them justice.",3.5,309,3.0,4.0,3.0,3.0,2019-02-06 16:49:33.781,2019-02-06 16:49:33.781
356,Impressive decaf. Well done!,4.0,193,0.0,0.0,0.0,0.0,2019-02-06 19:12:10.658,2019-02-06 19:12:10.658
357,Creamy and well balanced.,5.0,479,0.0,0.0,0.0,0.0,2019-02-06 19:12:54.787,2019-02-06 19:12:54.787
358,"",5.0,1102,0.0,0.0,0.0,0.0,2019-02-07 14:22:23.302,2019-02-07 14:22:23.302
359,"This coffee was a true palate pleaser. Very delicate, and tea-like with subtle notes of stone fruit and and pleasing sweetness.  ",4.0,1095,0.0,0.0,0.0,0.0,2019-02-07 21:38:16.881,2019-02-07 21:38:16.881
360,Who doesn’t love Kenyan coffee? This one is a must. It delivers well on the promised notes and I found as well a hint of honey and a sweetness as it cooled. Brew this up and share it with your fiends!,4.5,1096,0.0,0.0,0.0,0.0,2019-02-07 21:41:13.235,2019-02-07 21:41:13.235
361,One of the most silky and smooth cups I've had in a while. Tastes like chocolate covered almonds and vanilla cream,4.0,1070,0.0,0.0,0.0,0.0,2019-02-08 16:35:48.540,2019-02-08 16:35:48.540
362,"",3.0,245,0.0,0.0,0.0,0.0,2019-02-10 01:47:46.293,2019-02-10 01:47:46.293
363,"",4.0,394,0.0,0.0,0.0,0.0,2019-02-10 01:48:02.956,2019-02-10 01:48:02.956
364,"Had this on espresso at Structure's cafe on a very nice Sunday afternoon in February. As I admired the decor, I sipped away slowly at my drink. Roasters' notes such as peach and Honey were immediately detectable, although it wasn't a particularly sweet one. The highlight of this coffee was definitely it's vivid stonefruit-like acidity. If anything, it wasn't a very bright cup, but I only realized this after thinking about it for a while. If you're in for a nice post-meal espresso, this is a sure bet.
Thanks to Sean for serving up a great cup of coffee, I'll be back!",4.0,206,0.0,0.0,0.0,0.0,2019-02-10 19:01:59.235,2019-11-22 01:58:59.103
365,A nicely rounded dark roast coffee with nice sweet and toasty sensation that’ll leave your taste buds wanting some more.,5.0,1093,0.0,0.0,0.0,0.0,2019-02-11 16:38:43.572,2019-02-11 16:38:43.572
366,"Super sweet with a nice crisp apple acidity, this is the coffee that introduced me to my love of Guatemalan origin beans",5.0,519,0.0,0.0,0.0,0.0,2019-02-14 15:52:41.009,2019-02-14 15:52:41.009
367,"",5.0,1137,0.0,0.0,0.0,0.0,2019-02-14 22:18:52.532,2019-02-14 22:18:52.532
368,"",5.0,1061,0.0,0.0,0.0,0.0,2019-02-16 03:50:04.223,2019-02-16 03:50:04.223
369,"",5.0,947,0.0,0.0,0.0,0.0,2019-02-16 03:50:13.694,2019-02-16 03:50:13.694
370,Great coffee very fruity for a colombian.,5.0,1151,0.0,0.0,0.0,0.0,2019-02-17 00:27:57.722,2019-02-17 00:27:57.722
371,"",5.0,1139,0.0,0.0,0.0,0.0,2019-02-17 00:28:55.374,2019-02-17 00:28:55.374
372,Great blend! Full of flavours and amazing smooth finish!,5.0,1094,0.0,0.0,0.0,0.0,2019-02-17 14:50:59.302,2019-02-17 14:50:59.302
373,"",5.0,1151,0.0,0.0,0.0,0.0,2019-02-19 00:03:02.602,2019-02-19 00:03:02.602
374,"",5.0,460,0.0,0.0,0.0,0.0,2019-02-20 14:05:34.092,2019-02-20 14:05:34.092
375,"",5.0,829,0.0,0.0,0.0,0.0,2019-02-20 14:06:09.244,2019-02-20 14:06:09.244
376,"",5.0,353,0.0,0.0,0.0,0.0,2019-02-20 14:06:23.821,2019-02-20 14:06:23.821
377,"",5.0,458,0.0,0.0,0.0,0.0,2019-02-20 14:06:34.329,2019-02-20 14:06:34.329
378,"",4.0,1143,0.0,0.0,0.0,0.0,2019-02-20 14:06:53.896,2019-02-20 14:06:53.896
379,"",3.5,1162,0.0,0.0,0.0,0.0,2019-02-20 18:15:49.203,2019-02-20 18:15:49.203
380,Fresh fruit and nicely herbal. Almost had this cooling menthol effect. Spearmint like. Lightly sweet with a silky full body.,4.5,845,0.0,0.0,0.0,0.0,2019-02-22 17:00:45.948,2019-02-22 17:00:45.948
381,Really well balanced and brewed by the Escape team @ Croissant Croissant. Pushed higher at 1:17 in a Chemex the florality and tea like qualities really came through. There’s a hint of grapefruit acidity that sneaks in.,3.5,1110,0.0,0.0,0.0,0.0,2019-02-23 16:16:30.152,2019-02-23 16:16:30.152
382,"Enjoyed it in a latte at Croissant Croissant in Montreal. The blend managed to come through strong enough, even in a larger amount of milk. The chocolate and nut flavours were dominant with a bit of nutmeg on the finish.",3.0,1105,0.0,0.0,0.0,0.0,2019-02-23 20:37:53.173,2019-02-23 20:38:45.812
383,"",4.0,387,0.0,0.0,0.0,0.0,2019-02-24 00:24:00.431,2019-02-24 00:24:00.431
384,"",5.0,325,0.0,0.0,0.0,0.0,2019-02-24 12:54:33.178,2019-02-24 12:54:33.178
385,"",3.5,1070,0.0,0.0,0.0,0.0,2019-02-24 13:12:05.394,2019-02-24 13:12:05.394
386,"Had this during the Croissant Croissant event. Enjoyed it as a single origin espresso. Had a nice punch with the date and like acidity. Started to change into a nuttier dryness during the finish.

Purchased a bag and brewed it as a pour over. The lime and date really shined with a nice burnt sugar / marshmallow under tone. The finish was still nice and nutty. A solid all around Colombian.

Filter Recipe:

Method: TORCH mountain Dripper (V60 filter)
Ratio: 1:16 (15g : 240ml)
Temp: 95c
Time: 3:00
Grind size: 16 on Baratza Encore
Routine:
• 60ml bloom for 30 sec
• @ 30s pour 100ml
• @ 1:05 pour to final weight (240ml)
• remove dripper at 3min",3.0,1169,0.0,0.0,0.0,0.0,2019-02-24 14:44:11.458,2019-02-24 14:44:11.458
387,"",2.0,522,0.0,0.0,0.0,0.0,2019-02-24 18:31:15.495,2019-02-24 18:31:15.495
388,🥐🥐 approuve 👌👍,5.0,1107,0.0,0.0,0.0,0.0,2019-02-25 15:00:57.243,2019-02-25 15:00:57.243
389,"",5.0,1134,0.0,0.0,0.0,0.0,2019-02-25 15:09:29.431,2019-02-25 15:09:29.431
390,"Beautiful balance of florals and fruit, smooth mouthfeel.",5.0,1165,0.0,0.0,0.0,0.0,2019-02-28 22:18:03.974,2019-02-28 22:18:03.974
391,"Delicate sweetness, enticing savoury note. ",5.0,1021,0.0,0.0,0.0,0.0,2019-02-28 22:26:31.801,2019-02-28 22:26:31.801
392,"",4.0,1072,0.0,0.0,0.0,0.0,2019-02-28 22:53:34.285,2019-02-28 22:53:34.285
393,Great espresso! Wonderfully herb and black tea notes with a pleasant undertone of acidity. Nice round body.,3.5,1091,2.0,3.0,2.0,3.0,2019-03-01 18:56:03.861,2019-03-18 23:43:37.569
394,"Dang, Seth has done it again. The roast development really allows this Ethiopian to shine and all of its nuance to come through. A tea like body with classic fruit and floral notes. Tastes like fuzzy peaches. ",4.5,1061,0.0,0.0,0.0,0.0,2019-03-04 01:05:04.084,2019-03-04 01:05:04.084
395,"I’m always thrilled to get my hands on an anaerobic process, and this one doesn’t disappoint. A classic Costa Rican flavour profile, but the body feels like a glass of whole milk. Outstanding. ",4.0,1060,0.0,0.0,0.0,0.0,2019-03-04 01:06:42.088,2019-03-04 01:06:42.088
396,"This is an exceptional Colombian, boasting a unique level of acidity. Some real nice fruity qualities to compliment the full body. ",4.0,959,0.0,0.0,0.0,0.0,2019-03-04 01:08:27.385,2019-03-04 01:08:27.385
397,"Very light and sweet. Made in both a MoccaMaster as a batch brew and in a Chemex. Was really tasty hot, but also as it cooled! Would definitely try this in a cold brew. ",4.0,1088,0.0,0.0,0.0,0.0,2019-03-06 19:32:56.474,2019-03-06 19:32:56.474
398,"Great coffee for beginners, a smooth and not too bitter flavour ",4.0,191,0.0,0.0,0.0,0.0,2019-03-08 13:14:53.367,2019-03-08 13:14:53.367
399,"I brewed this in my Kalita wave 185 at 24g:360ml. It came out with some delicious, deep chocolate notes, and finished off with dried fruit. This coffee was very soothing, and I’d definitely recommend it as a morning cup (it wasn’t too wild, so it’s the perfect start to the day)",4.0,843,0.0,0.0,0.0,0.0,2019-03-09 15:30:52.233,2019-03-09 15:30:52.233
400,"I cupped this coffee (and then had it as a batch brew), and got some great stone fruit notes from it. It had a black tea-like body, but it did not feel too heavy. As a batch brew, the peachy/nectarine flavours shone through. Overall a nice coffee!",3.5,1074,0.0,0.0,0.0,0.0,2019-03-09 15:44:10.323,2019-03-09 15:44:10.323
401,I found the best results for this espresso we’re when used in milk-based drinks. Sweet black-cherry notes present first and floral aromatics with a delicate sweetness as the coffee cools. Really glad I grabbed this. ,4.0,810,0.0,0.0,0.0,0.0,2019-03-09 16:12:18.957,2019-03-09 16:12:18.957
402,"",4.0,787,0.0,0.0,0.0,0.0,2019-03-10 05:23:15.801,2019-03-10 05:23:15.801
403,"",4.0,417,0.0,0.0,0.0,0.0,2019-03-10 05:24:10.756,2019-03-10 05:24:10.756
404,"",4.0,1181,0.0,0.0,0.0,0.0,2019-03-11 15:22:30.167,2019-03-11 15:22:30.167
405,"",4.0,131,0.0,0.0,0.0,0.0,2019-03-11 15:24:18.239,2019-03-11 15:24:18.239
406,"",5.0,128,0.0,0.0,0.0,0.0,2019-03-11 15:25:16.840,2019-03-11 15:25:16.840
407,"Enjoyed this quite a lot as a cold brew! When the concentrate is diluted properly, it has a wonderful milky body with a nice, light fruitiness. It’s very clean for a natural and could easily be dipped on all day.

I’ve tried it as an espresso as well. Still decent as a single origin double shot but the development comes out more when prepared as a double shot. When layered with milk in a flat white you’re left with a pleasant fruitiness.",3.5,1218,3.0,4.0,2.0,3.0,2019-03-12 15:45:58.544,2019-03-12 15:45:58.544
408,I love the berry-ness to this coffee. It has a great flavor. Very clean and not overpowering. Great in an Aeropress! ,5.0,1218,0.0,0.0,0.0,0.0,2019-03-14 15:41:17.995,2019-03-14 15:41:17.995
409,"",5.0,837,0.0,0.0,0.0,0.0,2019-03-14 23:20:11.922,2019-03-14 23:20:11.922
410,"",4.0,1169,0.0,0.0,0.0,0.0,2019-03-15 18:12:25.061,2019-03-15 18:12:25.061
411,"",4.0,1099,0.0,0.0,0.0,0.0,2019-03-16 21:52:52.797,2019-03-16 21:52:52.797
414,A truly remarkable Gesha coffee. Brilliant floral notes from beginning to end. Gets sweeter as it cools to leave very noticeable berry notes. ,4.5,811,0.0,0.0,0.0,0.0,2019-03-20 22:09:58.280,2019-03-20 22:09:58.280
415,"Awesome as a single origin espresso/americano. A nice berry acidity and sweet hazelnut finish that borders on Nutella.

I was disappointed in it as a filter brew. I found it lacked the depth I got from it in espresso.",3.5,1038,3.0,4.0,3.0,3.0,2019-03-21 13:25:25.844,2019-03-21 13:25:25.844
416,So far my fave from these Roasters,4.0,1099,0.0,0.0,0.0,0.0,2019-03-21 14:55:06.369,2019-03-21 14:55:06.369
417,"",5.0,947,0.0,0.0,0.0,0.0,2019-03-21 20:59:17.573,2019-03-21 20:59:17.573
418,"",5.0,1075,0.0,0.0,0.0,0.0,2019-03-21 21:00:25.567,2019-03-21 21:00:25.567
419,Had as a pour over at la finca. Really nice chocolate with a bit of a fruit finish. ,4.0,846,0.0,2.0,0.0,0.0,2019-03-23 13:31:28.188,2019-03-23 13:31:28.188
420,"A nice, classic profile with a hint of acidity. A great way to start the morning. Well developed and loaded with dark/bittersweet chocolate. Would pair amazingly well with a nice, hearty brunch.

Enjoyed it in an Americano.

16g in, 40ml out @ 35s on Breville Barista Express.
Grind set to 7 on the outer wheel and 5 on the inner wheel.",3.0,1093,4.0,2.0,2.0,4.0,2019-03-23 16:21:21.100,2019-03-23 16:21:21.100
421,"A very nice and subtly sweet coffee. Perfect as the first cup of the day.

Kalita wave 24g:360ml",4.0,1075,2.0,1.0,3.0,1.0,2019-03-24 06:34:16.043,2019-03-24 06:34:16.043
422,"This one was a serious knock out of the park! Some good typical natural notes, but with a bit more acidity and a lighter body than usual. The cup was very clean, and didn’t have an alcoholic feel to it

Brewed as a V60, AeroPress and Kalita wave ",4.5,1218,3.0,2.0,4.0,2.0,2019-03-24 06:36:15.344,2019-03-24 06:36:15.344
423,Nice espresso with some good roasty and rich notes,3.0,1131,4.0,2.0,2.0,3.0,2019-03-24 06:37:59.304,2019-03-24 06:37:59.304
424,"This coffee definitely came out better as an espresso. I was getting some nice sweet, nutty chocolate notes, and a low acidity.

Espresso pulled at L’or En Grain, in Montreal, Canada",3.0,1038,3.0,2.0,3.0,2.0,2019-03-24 14:43:56.783,2019-03-24 14:43:56.783
425,"Very nice as a pourover! I love how light and sweet this coffee is! The body isn’t too heavy, and the coffee has a nice acidity

Brewed using Kalita Wave 185",3.5,1295,2.0,2.0,3.0,2.0,2019-03-24 15:07:12.331,2019-03-24 15:07:12.331
426,Awesome as a single origin espresso in an americano. Love the body and the fruitiness with a chocolate finish!,4.0,774,4.0,3.0,3.0,2.0,2019-03-25 16:08:33.842,2019-03-25 16:08:33.842
427,"",4.0,1236,0.0,0.0,0.0,0.0,2019-03-25 22:36:14.724,2019-03-25 22:36:14.724
428,"A really nice, well balanced Guatemalan here from Kaito. Brews nice on either a V60 or Kalita Wave, and is perfect for the morning or evening. ",4.0,1075,3.0,2.0,3.0,3.0,2019-03-26 00:17:10.744,2019-03-26 00:17:10.744
429,"This is a really nice natural from Ethiopia. Intense fruit hits up front but immediately lingers into a light bodied, tea-like finish. ",4.0,518,2.0,2.0,3.0,3.0,2019-03-26 00:20:02.505,2019-03-26 00:20:02.505
